product,rating,price,img_url,brand,customer_say,gender,individual_review
PUMA Mens Foreverrun Nitro Futrograde Black,4.8,105.0,https://m.media-amazon.com/images/I/51sZyyB9IIL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,Customers find these shoes to be of great quality and very comfortable.,Men,Probably the best running shoes I
PUMA Mens Hyperdrive Profoam Speed Blue Size 10 M,5.0,13.0,https://m.media-amazon.com/images/I/61s6xxb5QFL._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,No summary available.,Men,"These shoes are very comfortable with great styling and quality. PUMA Good Job, I WOULD RECOMMEND THESE SHOES. ..."
PUMA Mens Hypnotic Leather,4.6,41.0,https://m.media-amazon.com/images/I/61cJvYlnvRL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these shoes comfortable, well-constructed, and great value for money. They appreciate the style, with one customer noting the leather upper gives them a premium look, and another highlighting the incredible cushioning. The shoes receive positive feedback for their fit and build quality. Regarding size, while some customers find them true to size, others report sizing issues.",Men,I really only have good things to say about these shoes. They’ve been comfortable. They look good. That’s pretty much what you want from my shoe.
PUMA Mens Ignite Elevate Wide Golf,4.2,64.0,https://m.media-amazon.com/images/I/61uSUBjZvdL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these golf shoes comfortable, great-looking, and appreciate their excellent grip on the course. They consider them good value for money. The size receives mixed feedback, with some finding them a good fit while others say they run small, and the cushioning and durability also get mixed reviews.",Men,Seriously this is the rainiest beginning of summer that I
PUMA Mens Inhale,4.6,35.0,https://m.media-amazon.com/images/I/51-x0d5hQxL._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,"Customers find these shoes comfortable, excellent in quality, and appreciate their nice fit and style. They also consider them good value for money. The color aspect receives mixed feedback, with one customer noting that the green really pops, while another mentions the colors don't glow in the dark. Customers disagree on the sizing.",Men,"Wore these a week now, they fit great right out of the box. I need a wide in everything....and I have constant foot pain. I usually have to wear new kicks around the house for a few weeks before wearing to work....but not these. They"
PUMA Mens Inverse,4.8,45.0,https://m.media-amazon.com/images/I/51vSK5+BFTL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers to be of good quality and appreciate their style, noting that they look great.",Men,"Great, shoe well made."
PUMA Mens Magmax Nitro Terrains Green,4.8,180.0,https://m.media-amazon.com/images/I/515bt2yvdeL._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,No summary available.,Men,"These shoes are the BIG MAC DADDY. Like marshmallows on my feet. The tongue material is a lightweight, stretchy stuff that is more comfortable than normal padded material tongues on most shoes. Laces stay tight. I can run twice as fast and jump 3x as high. With these now I’m just trying to decide if I’m going to join the Falcons or the Hawks. Either way, because of these kicks I’ll be the fastest and highest jumper on whichever team I choose. Buy 1/2 size larger than all other shoes you wear. No lie. You will be sorry if you don’t."
PUMA Mens Magnify Nitro Grey,5.0,50.0,https://m.media-amazon.com/images/I/519QeaAKhVL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,No summary available.,Men,Shoe fits a little narrow vs other Puma
PUMA Mens Mercedes AMG Petronas F1 Drift Cat Decima,4.3,50.0,https://m.media-amazon.com/images/I/51M8DWQq58L._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these shoes awesome looking. The sizing receives mixed feedback, with some saying the sizing is spot on while others report they run smaller than expected.",Men,Shoe quality:These shoes are beautiful and so extremely comfortable. Great buy!!
PUMA Mens Pacer 23,4.6,40.0,https://m.media-amazon.com/images/I/71XLrPdCwwL._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,"Customers find these shoes comfortable, well-made, and lightweight, with a cushioned feel with each step. They like the style and fit, with one customer noting how well the color matches their outfit. The durability receives mixed feedback, with some saying they hold up well while others report issues. Customers disagree on the pain level.",Men,Why did you pick this product vs others?:Awesome shoes
PUMA Mens Pacer Future,4.4,59.0,https://m.media-amazon.com/images/I/61MRlR1odEL._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,"Customers find these sneakers comfortable, well-made for casual use, and appreciate their stylish appearance and simple design. They consider them good value for money. The fit receives mixed feedback - while some find them a great fit, others note they're terrible for wide feet. Durability is also mixed, with some finding them durable while others report the sole breaking within two months of use.",Men,"Very comfortable and great look. These are super practical, breathable, and I absolutely love the way they look. The only thing with these style shoes is that it is difficult to put on without a shoe horn. But once they are on, they feel great."
PUMA Mens Pulse Pro,4.6,59.0,https://m.media-amazon.com/images/I/61-iTAlQyRL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these running shoes comfortable, with one mentioning their feet don't hurt while wearing them. The shoes receive positive feedback for their quality, value for money, and true-to-size fit. Customers also appreciate their lightweight design and attractive appearance.",Men,Great running shoes. Very comfortable.
PUMA Mens Redeem Profoam,4.6,40.0,https://m.media-amazon.com/images/I/71uxhRVrQ8L._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers to be fantastic sports shoes that fit perfectly and are very comfortable. They like the look, with one customer noting they look too good to get dirty, and consider them good value for the price.",Men,Made of recycled materials and affordable price. 3 times worn before running a race. I am not a proffesional runner but I like to do my best. I felt them very comfortable. So no necessary to go for a more expensive shoes 2while these one makes the job.I like this shoes. Perfect for what I was looking for.
PUMA Mens Redon Bungee Slip On Casual White,4.3,33.0,https://m.media-amazon.com/images/I/51eNcZCa1WL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers comfortable, lightweight, and easy to slip on, with one customer noting they're excellent for golf. The style receives positive feedback, and customers like the fit, with one mentioning they're not too narrow. The laces receive mixed reviews - while one customer appreciates the bungee cord design, others note that the elastic straps are not adjustable.",Men,I just received these Puma Redon Bungee shoes today and they\
PUMA Mens Redon Move,4.2,44.0,https://m.media-amazon.com/images/I/61MbQ7On2RL._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers comfortable, lightweight, and good value for money, particularly appreciating their casual and everyday wear capabilities. The shoes receive positive feedback for their appearance, with one customer noting they're nice enough to wear with jeans. The fit and ease of the Velcro strap receive mixed reviews - while some find them a good fit and easy to slip on/off, others mention they're narrower than expected and can be difficult to put on.",Men,good ones ❤️
PUMA Mens Reflect Lite TrailSneaker,4.6,51.0,https://m.media-amazon.com/images/I/71Vnwcv+h2L._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these running shoes comfortable, with one noting they don't rub against the ankle bone, and appreciate their fit and style that looks like a trail shoe. The shoes receive positive feedback for their feel, durability, and stability, with one customer mentioning they work well for both sports and casual wear. Customers disagree on the sizing.",Men,"I bought these shoes to get my feet wet in trail hiking / running. I was and still am pleasantly surprised by what feels like a shoe that will hold up for the next 6 to 12 months at minimum as I put them through their paces ... not necessarily with what I had originally planned (trail hiking and running), but more so everyday life (work and play). I"
PUMA Mens Road Rider Suede Lace Up Casual Blue,4.6,50.0,https://m.media-amazon.com/images/I/61YXCu7koKL._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers to be of top-tier quality and comfortable, with one mentioning they feel more natural than expected. They appreciate the perfect fit and good appearance, with one customer noting they receive compliments frequently when wearing them.",Men,"These Puma Road Rider shoes fit perfectly, feels very comfortable, and shows off a classic OG style.Value for money, I don"
PUMA Mens Rocket Fuel Lite Grey,4.5,7.0,https://m.media-amazon.com/images/I/51a9srsGRuL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these running shoes to be of good quality, comfortable, and consider them good value for money. The sizing runs small, with customers noting they're too tight across the toe box. The durability receives mixed feedback, with some customers saying they look durable while another reports the internal fabric and padding breaking down almost immediately.",Men,Good price for great shoes. My son says comfy and stylish
PUMA Mens Scend Pro,4.6,60.0,https://m.media-amazon.com/images/I/61Xvu6BkmwL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,Customers find these sneakers comfortable and of good quality.,Men,Hubby like these and they are comfortable
PUMA Mens Softride Carson,4.4,60.0,https://m.media-amazon.com/images/I/71P+r4GPYrL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers comfortable, well-made, and good-looking, offering good value for money. However, the fit receives mixed feedback - while some say they fit great, others note they're tight due to the shoe design. Moreover, the size is problematic, with customers reporting the opening is really small. Additionally, the sturdiness is concerning, with multiple customers reporting that the back has already broken. The design also gets mixed reviews, with several customers describing it as extremely poor.",Men,Comfortable sneakers for my 17 year oldSon!Simple design and comfortable. Goes with everything.
PUMA Mens Softride Enzo 5 Cross Training,4.5,56.0,https://m.media-amazon.com/images/I/61kJZ+7JlkL._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,"Customers find these cross trainers comfortable, with one noting their feet don't hurt 24/7, and appreciate their build quality, value for money, and perfect fit. They receive positive feedback for their style and durability, with one customer mentioning they're great for walking and running. The slip-on feature and sturdiness receive mixed reviews, with some finding them strong while others report eyelets breaking after a month of use.",Men,As someone who\
PUMA Mens Softride Enzo EvoSneaker,4.4,35.0,https://m.media-amazon.com/images/I/71p83AzNT+L._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,"Customers find these shoes comfortable, excellent in quality, and offer good value for money. They provide an excellent fit, though customers disagree on the softness of the soles. Customers disagree on the shoes' sturdiness, with some finding them suitable for gym activities while others say they're bad for running. The durability receives mixed feedback, with several customers reporting that the shoes break in the front.",Men,Good for every day use they are comfortable day one
PUMA Mens Softride Rift Bold 20 Beige,5.0,50.0,https://m.media-amazon.com/images/I/51Fs1WBQhjL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,No summary available.,Men,Perfect
PUMA Mens Softride Sophia,3.9,35.0,https://m.media-amazon.com/images/I/71h2xNX8EiS._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,No summary available.,Men,The size are for females they can’t fit
PUMA Mens Softride Sway Grey Size 105 M,5.0,35.0,https://m.media-amazon.com/images/I/41C7KFYMETL._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,No summary available.,Men,These shoes are very comfortable and they look great!
PUMA Mens Softride Sway Grey Size 13 M,5.0,35.0,https://m.media-amazon.com/images/I/41C7KFYMETL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,No summary available.,Men,"Very comfortable fit, feels like your walking on air.This is one of the best fitting shoes I've gotten that's made in Vietnam,toe area has enough space and arch support is immaculate."
PUMA Mens Softride Symmetry Fuzion,4.6,60.0,https://m.media-amazon.com/images/I/61uyKbmXIaL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these running shoes comfortable, stylish, and lightweight, with excellent fit and soft feel. They are particularly good for sprinting, and one customer mentions they're suitable for everyday wear. While the shoes run a little big according to some customers.",Men,"For me, these would be excellent for sprinting. I would find them a little too thin in the toe for long distance running, on a cement sidewalk. However light weight and great for walking."
PUMA Mens Spirex Horizon Green,5.0,50.0,https://m.media-amazon.com/images/I/51mqitR--1L._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,No summary available.,Men,It fits to me 9.5
PUMA Mens Sport,4.4,40.0,https://m.media-amazon.com/images/I/51O55ZRXPXL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these running shoes comfortable and well-fitting, with one mentioning they provide a perfect blend of comfort and energy return. The shoes offer good traction, with one customer noting they're great for tempo runs, and customers appreciate the cushioning and grip.",Men,"I already have a few pairs of great running shoes in my rotation. Though these are not one of the big brand names, the reviews on these were amazing. Got me curious to try them because I will always add another great pair that fits well , seeing I have a hard time finding good and comfortable shoes that don"
PUMA Mens St Miler,4.7,58.0,https://m.media-amazon.com/images/I/31-M38DD7UL._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,"Customers find these shoes to be of great quality and comfortable, with a perfect fit and stylish design. They consider them a good value for money. The color receives mixed feedback, with one customer noting that the red is a good in-between shade.",Men,"Extreme comfortable, reliable, Durable and sustainable for realValue for money and is lightweight and has good fitting"
PUMA Mens St Runner V3 Lace Up Casual Black,4.4,60.0,https://m.media-amazon.com/images/I/41xScsroHQL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,Customers find these sneakers comfortable. The fit and quality receive mixed feedback.,Men,"I needed a good-looking black pair of sneakers. I wanted them to be of quality, comfortable and not be cheap. I think I found them.I have owned many Puma sneakers. They were extremely popular in the late 70"
PUMA Mens Tazon 6,4.3,61.0,https://m.media-amazon.com/images/I/71K6MI++qOL._AC_SX395_SY395_QL70_ML2_.jpg,PUMA,"Customers find these shoes to be of high quality, comfortable, and stylish, with good support and value for money. The fit receives mixed feedback, with some finding them perfect while others say they're too narrow. The durability is also mixed, with some saying they hold up well while others report issues with the sole coming apart. The color receives mixed reactions.",Men,"I have five pair of these shoes in different colors and they are, for me, the perfect shoe. They are comfortable for walking, standing, and give all day comfort. I am 5"
PUMA Mens Tazon 6 Cross Trainer,4.5,51.0,https://m.media-amazon.com/images/I/71VfZS6bXAL._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,"Customers find these shoes to be of good quality, comfortable, and well-fitting, with a great look and worth their reasonable price. The durability and arch support receive mixed feedback - while some say they hold up well and provide great support for workouts and long walks, others report them falling apart after a month and having little to no arch support. Customers disagree on the sizing, with some finding them perfect while others say they run small.",Men,"The black and white ones are the original ones I got. Same exact pair as the blacked out ones.Why did you pick this product vs others?:I love Puma, style, cost.Durability:So far so goodFit:Perfect in every way! I"
PUMA Mens Transport Cage Black,4.8,24.0,https://m.media-amazon.com/images/I/41htK4KlJeL._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,No summary available.,Men,Great value for your money
PUMA Mens Twitch Runner,4.4,40.0,https://m.media-amazon.com/images/I/614ROF1psrL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers comfortable, well-fitting, and good value for money, with positive feedback about their style, arch support, and correct sizing. However, the durability receives mixed reviews, with one customer reporting issues with the logo peeling off after first wear.",Men,I ordered these for my husband and he absolutely loves them. Comfortable to wear.
PUMA Mens Twitch Runner Black,4.4,40.0,https://m.media-amazon.com/images/I/51rhEUYTQXL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,No summary available.,Men,These are very comfortable shoes. I
PUMA Mens Twitch Runner Camo Black,4.4,40.0,https://m.media-amazon.com/images/I/51dPyijsWAL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these running shoes comfortable, stylish, and well-fitting, with correct sizing and good value for money. They appreciate the quality, with one customer noting they're suitable for trail use. The durability receives mixed feedback, with one customer reporting that the fabric showed signs of wear after 5 months of use.",Men,Very comfortable and true to size. Excellent quality and price
PUMA Mens Velocity Nitro,3.8,140.0,https://m.media-amazon.com/images/I/51-HCWorBJL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,No summary available.,Men,Great comfort and super lightweight. The Digitokyo color way is great!
PUMA Mens Velocity Nitro 3,4.4,99.0,https://m.media-amazon.com/images/I/51Lsw-7zB9L._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,No summary available.,Men,My son Nicholas really likes the Pumas. He said they are comfortable and have room at the front of the shoe so your toes can move around. He compared them to the New Balance and chose the Pumas over the NB’s
PUMA Mens Vis2k,4.3,52.0,https://m.media-amazon.com/images/I/71hkclDATTL._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,"Customers find these shoes comfortable, well-made, and appreciate their nice design and great price. The cushioning receives positive feedback, with one customer noting the nice insole. While some customers say they fit true to size, others mention they run slightly small in width. Several customers find the noise level annoying during walking.",Men,The shoes are ver comfortable soft on my feet I use them to workout in love them and the price was reasonable
PUMA Mens Viz Runner Crosstrainer,4.4,46.0,https://m.media-amazon.com/images/I/71fDJtKqrnL._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers well-made, comfortable, and stylish, with good value for money and a great fit. The arch support receives mixed feedback, with several customers reporting no arch support at all. Durability is also mixed, with some customers reporting good durability while others mention the shoes falling apart after just 5 months. Several customers note that the wide size runs narrow.",Men,I recently picked up the PUMA Men
PUMA Mens Voltaic Evo Cross Trainer,4.4,,https://m.media-amazon.com/images/I/71D8bDU-IVL._AC_SY395_SX395_QL70_FMwebp_.jpg https://m.media-amazon.com/images/I/61pXboEJViL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA PUMA,"Customers find these trainers comfortable, well-made, and true to size, with good cushioning that makes every step feel plush. They appreciate the variety of colorways available and consider them good value for money. However, the durability receives mixed reviews, with several customers reporting that the shoes started tearing and breaking in within 6 weeks of use. Customers find these sneakers comfortable, well-made, and appreciate their nice appearance and true-to-size fit. The shoes receive positive feedback for their cushioning, with one customer noting they feel like they spring you forward. Opinions about support are mixed, with one customer describing it as good while another finds it unstable. Cleaning experiences are also mixed, with one customer finding them easy to wash while another mentions they're hard to keep clean.",Men Men,Great shoe. Fit was perfect to size . Lean angle does not blister your foot pad at toes. 5 mileRuns
PUMA Mens Voyage Nitro 2 Blue,4.3,40.0,https://m.media-amazon.com/images/I/51e91wOG62L._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these running shoes to be good quality and stylish. However, the comfort receives mixed feedback, with several customers reporting painful sensations while wearing them.",Men,Good shoes.
PUMA Mens X Cell Lightspeed Grey,4.8,45.0,https://m.media-amazon.com/images/I/51jQ2mnECDL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,No summary available.,Men,Very comfortable and perfect fitting. liked the style so much
PUMA Mens X Cell Uprise Grey,5.0,35.0,https://m.media-amazon.com/images/I/51qOLaiPonL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,No summary available.,Men,"It’s really good and perfect in, comfortable"
PUMA Rift Slip On All Over Print,4.2,41.0,https://m.media-amazon.com/images/I/71dM543R95L._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers comfortable, soft, and well-cushioned, with superb quality and a nice appearance. They are easy to wear, with one customer noting they're great for walking and running. The sizing receives mixed feedback - while some say they fit according to stated size, others find them too small. The wear resistance is also mixed, with some saying they hold up great while others report they don't last long.",Unisex,My 6 year old son loves these “they make him run faster” I also think they are good. They are a little difficult to put on which makes sense given they don’t have laces and need to be tight enough to avoid coming off during speedy running.They wipe clean easily and the colors are great.
PUMA UnisexChild Attacanto Indoor Training Soccer,4.7,32.0,https://m.media-amazon.com/images/I/71pcuLAoevL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these indoor soccer shoes to be of good quality, particularly suitable for futsal, and appreciate their durability, with one customer noting they lasted through an entire indoor soccer season. They are comfortable, stylish, and come in appealing colors, offering great value for money. Customers like the fit, with one mentioning they work well on both hard court and indoor turf surfaces.",Unisex,"The PUMA Attacanto Indoor Training Sneakers are an absolute game-changer for my kid’s training sessions! From the moment we got them, I could tell these shoes were built for both performance and style.First off, the Electric Peppermint Black colorway is amazing—bright and bold, but not too flashy, and it definitely stands out. My child loves how they look, and they’ve received so many compliments! The sleek design with a pop of color makes them perfect for both indoor training and casual wear.In terms of comfort, these sneakers are top-notch. The fit is true to size, and the shoes offer excellent support. The cushioned insole and breathable upper keep their feet comfortable even after hours of movement, whether they’re on the court or just running around. The rubber sole provides great grip, so no slipping during quick pivots or sprints.I also love how versatile they are. These sneakers are built to handle a range of indoor sports, from basketball to training drills. And they hold up really well, even with regular wear. My child says they feel light and responsive, which is great for agility.Overall, the PUMA Attacanto sneakers are a fantastic investment. They’re stylish, durable, and offer the perfect balance of comfort and performance for active kids. Highly recommend!"
PUMA UnisexChild Pacer Future Allure,4.4,26.0,https://m.media-amazon.com/images/I/61XMJY7favL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these running shoes comfortable, cute, and appreciate their great colors. However, the quality receives mixed feedback, with some finding them excellent while others report poor quality. Moreover, durability is a concern as they fall apart and tear from inside, and customers struggle to get them on. The sizing is also mixed, with some finding them true to size while others report they run too small.",Unisex,"Cute butterfly design, comfy, and fit well."
PUMA UnisexChild Pacer Future Hook and LoopSneaker,4.2,25.0,https://m.media-amazon.com/images/I/61IWxIMBBYL._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,Customers find these sneakers to be of good quality and true to size.,Unisex,"These shoes are very durable, true size, and easy for my 6 year old to put on and take off by himself."
PUMA UnisexChild Pacer Next Exel Mesh Slip on,4.4,48.0,https://m.media-amazon.com/images/I/7190j6-hRyL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers stylish, comfortable, and easy for children to put on by themselves. The shoes receive positive feedback for their quality and color. However, customers disagree on the sizing, with some finding them true to size while others say they're too narrow. Moreover, durability is a concern as customers report that the laces break within two weeks of use.",Unisex,These are cute and slip-on. They due run a bit small so order a size larger for growing kids. They are comfortable and well-made.
PUMA UnisexChild Rebound Future Next Gen,4.6,30.0,https://m.media-amazon.com/images/I/51Z8gDuF58L._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,No summary available.,Unisex,Me gustaron mucho
PUMA UnisexChild Roma,4.7,45.0,https://m.media-amazon.com/images/I/610qeDvEfxL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers comfortable, well-made, and true to size, with one customer noting they're perfect for kids with wider feet. They appreciate the style, durability, and amazing color, with one review mentioning the deep black shade. While many consider them a great value for money, opinions on value are mixed.",Unisex,"I bought this for my nephew,he his obsessed with it.It is true to size and it has good quality I also love the style and it is lightweight."
PUMA UnisexChild Softride Enzo Alternative Closure,4.5,35.0,https://m.media-amazon.com/images/I/71L0h0upIDL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,Customers find these shoes to be of good quality and true to size. They are comfortable. The fit receives mixed feedback from customers.,Unisex,Well made. True to size. Easy slide on. My son loves them
PUMA UnisexChild Softride One4all Jurassic World Slip on,4.6,64.0,https://m.media-amazon.com/images/I/71GhTW2oAmL._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,No summary available.,Unisex,They do stretch my son wasn’t thrilled the first day but we kept at it and now these are all he wears and he’s got sensory issues so it helps that he’s excited to put them on
PUMA UnisexChild Softride One4all Slip on,4.1,41.0,https://m.media-amazon.com/images/I/7170K93H+rL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these shoes to be of great quality, particularly noting they are perfect for kids. They are sturdy and provide a good fit, with customers appreciating how easy they are to slip on and go.",Unisex,These are great quality shoes. Worth the price. I have a very active 6-year-old boy who is very hard on shoes. If I don
PUMA UnisexChild St Runner Hook and Loop,4.5,41.0,https://m.media-amazon.com/images/I/617BpuDXrML._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,"Customers find these sneakers comfortable, easy to slip on and off, and consider them a great value for the price. The quality and design receive positive feedback, with one customer noting they're perfect for really narrow feet. While some customers report the shoes hold up well with all-day wear, others mention issues with stitching coming apart after two weeks. The sizing receives mixed reviews, with some finding them true to size while others say they run small.",Unisex,Great shoe. Adorable color. True to size. The color and style is just like the picture. My daughter loves these shoes. They have become her favorite shoes.
PUMA Womens Amplifier,4.4,35.0,https://m.media-amazon.com/images/I/41TrKNvOkuL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers comfortable, with one mentioning they don't hurt when walking, and appreciate their style, quality, and value for money. The shoes receive positive feedback for their fit and support, with one customer noting the arch support feels good, and another mentioning they help with hip pain. Customers disagree on the sizing, with some finding them true to size while others say they're a bit large.",Women,"Comfortable. Love the neutral color. Stylish. Great value for the money. I used to think I had to buy Nike’s….well, I still purchase them but I am absolutely becoming a Puma fan. Not regrets!"
PUMA Womens Axelion,4.4,19.0,https://m.media-amazon.com/images/I/514nOseksaL._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,"Customers find these sneakers comfortable, soft inside with plenty of padding, and appreciate that the colors match the pictures exactly. The shoes receive positive feedback for their quality, with one customer noting they're great for gym and running activities, and another highlighting the fantastic arch support. Regarding fit, while some customers find them perfect, others mention they run slightly larger than expected.",Women,"I love a great walking/running shoes, especially when it fits comfy and there"
PUMA Womens Cell Lightspeed Black,5.0,35.0,https://m.media-amazon.com/images/I/51uY9VNsZHL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,No summary available.,Women,Comfy... Great shoe! This shoe is the perfect fit.
PUMA Womens Cell Phase Femme Black,4.4,13.0,https://m.media-amazon.com/images/I/51Suc2aA2dL._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,No summary available.,Women,"I ordered my second pair, the gray and white and again it arrived earlier than expected. It fits true to size. They are light and comfortable if you work on your feet. The pink is a little off on the black ones but the quality outweighs that flaw. I love these and worth every penny!"
PUMA Womens Club 5v5,4.4,61.0,https://m.media-amazon.com/images/I/41LZr7YleZL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these sneakers comfortable, cute, and of good quality, appreciating their versatility for both casual and dressy outfits. The color receives positive feedback, and customers consider them a great value. The fit receives mixed reviews, with some finding them true to size while others say they run small, and the material quality is also mixed, with some praising the material while others find it hard and stiff.",Women,"This was gift for my daughter overseas. Seem not only FedEx and UPS have sometimes trouble to delivery products, finally arrived. The shoes and other products in the package arrived after some delays. The package seems went through a lot but the items inside was in perfect shape. My daughter said it"
PUMA Womens Contempt Demi,4.3,40.0,https://m.media-amazon.com/images/I/51vI0aPfLUL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA,"Customers find these trainer shoes comfortable, well-made, and cute in style, offering great value for the price. The fit receives mixed feedback, with some finding them perfect while others say they're too tight. The cushioning and color aspects also get mixed reviews.",Women,I love how stable these shoes are. I just started to get into lifting heavy and these have been comfortable and secure
PUMA Womens Darter Pro,4.6,57.0,https://m.media-amazon.com/images/I/71CT18VE5KL._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,"Customers find these running shoes comfortable, well-fitting, and true to size. They appreciate the shoes' quality and style, noting they walk and look good, with beautiful colors. Customers find them great for running, with one mentioning they make running easier.",Women,"Best running shoes. These are lightweight, comfortable, and make running easier. I find I have less foot and leg pain after switching to these. The colors are absolutely beautiful as well."
PUMA Womens Fier Nitro Tonal Lace Up Casual Pink Size 65 M,5.0,35.0,https://m.media-amazon.com/images/I/51-gXtYPiJL._AC_SX395_SY395_QL70_FMwebp_.jpg,PUMA,No summary available.,Women,Very comfortable and great for running.
PUMA Womens Flexfocus Lite Better Knit Cross Training,4.4,35.0,https://m.media-amazon.com/images/I/41P-0dYIBUL._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,Customers find these shoes comfortable and of great quality.,Women,This shoe is very comfortable would definitely recommend
PUMA Womens Foreverrun Nitro,3.7,95.0,https://m.media-amazon.com/images/I/71PPs7yuB-L._AC_SX395_SY395_QL70_ML2_.jpg,PUMA,No summary available.,Women,New favorite daily trainer—got a really bad blister using it for my first run—but fine after that. This is my 2nd pair! Wore my 1st pair until they pretty much fell apart! Good for flat footed heel strikers like me.
PUMA Womens Graviton,4.4,49.0,https://m.media-amazon.com/images/I/61lWH4RukIL._AC_SY395_SX395_QL70_ML2_.jpg,PUMA,No summary available.,Women,"Comfortable and stylish. This is my second pair of Pumas this year and when I saw these, I had to get them. I normally wear a 7 but these are just a tad extra room around the row so my toe is comfortable and not rubbing. There is a break in period as they are initially for me a little stuff but after the first day, they were good to go. Must try"
PUMA Womens Hypnotic Leather,4.6,,https://m.media-amazon.com/images/I/71gQkhmC95L._AC_SY395_SX395_QL70_FMwebp_.jpg https://m.media-amazon.com/images/I/71OA6P+6tDL._AC_SY395_SX395_QL70_FMwebp_.jpg,PUMA PUMA,No summary available. Customers find these shoes comfortable and well-made. They like the colors and appreciate that they fit perfectly.,Women Women,I got these for work. They are very comfortable as I’m walking all day. They are true to size. The color is good. Very light weight
